864, 0.0
832, 4.3504225288870657e-07
800, 3.50998755038745e-06
768, 2.0746730200471575e-07
736, 5.004609135994542e-07
704, 2.3583274014526978e-05
672, 2.5762697276832114e-05
640, 2.392690561237032e-07
608, 5.607665798379458e-07
576, 1.3688336935047118e-06
544, 1.3013664670324943e-06
512, 7.850186480595767e-05
480, 1.782186200216529e-05
448, 2.101699010381708e-05
416, 7.03169064308895e-06
384, 4.507039648160571e-06
352, 4.9106927235698095e-06
320, 3.170927993778605e-05
288, 0.00017377368567395024
256, 5.049827814218588e-05
224, 3.902825756085804e-05
192, 0.00023900696396594867
160, 0.0003548618988133967
128, 0.0001499602585681714
96, 0.01264716952573508
64, 0.0018844903679564595
