987.4, 0.0
960, 7.399910373351304e-06
928, 0.0001573045728946454
896, 3.733117955562193e-05
864, 5.361389776226133e-05
832, 0.0002701128614717163
800, 0.00024405780277447775
768, 0.0007621584518346936
736, 0.0006078562000766397
704, 0.00035896641202270985
672, 0.000304040531773353
640, 0.0005052645283285528
608, 0.0007853254064684734
576, 0.0016453699790872633
544, 0.0007013932627160102
512, 0.0005974686791887507
480, 0.005377517663873732
448, 0.0014749165857210755
416, 0.0010418036254122853
384, 0.0006839226116426289
352, 0.0012981016770936549
320, 0.0006524769123643637
288, 0.0017448596190661192
256, 0.0006660116778220981
224, 0.0020793352741748095
192, 0.0033339994261041284
160, 0.002233771258033812
128, 0.0027441142592579126
96, 0.0019090634887106717
64, 0.01194129977375269
