921.6, 0.0
896, 0.003404470975510776
864, 0.0010021832713391632
832, 0.0018197300378233194
800, 0.005130402743816376
768, 0.0015988837112672627
736, 0.004929858725517988
704, 0.00500730553176254
672, 0.003482589963823557
640, 0.008144809224177152
608, 0.016441496089100838
576, 0.008079752791672945
544, 0.0187900154851377
512, 0.005309605388902128
480, 0.006822272902354598
448, 0.00508058862760663
416, 0.011527569964528084
384, 0.013569395523518324
352, 0.012972764670848846
320, 0.010057019535452127
288, 0.01837265118956566
256, 0.017321919091045856
224, 0.026665459387004375
192, 0.02694753371179104
160, 0.0173655916005373
128, 0.043363193050026894
96, 0.05729367583990097
64, 0.08075143024325371
