921.6, 0.4503274923563004
896, 0.4498685891628265
864, 0.4500975036621094
832, 0.4505048080682755
800, 0.4495430318117142
768, 0.44962997651100156
736, 0.44966510617733
704, 0.4496832083463669
672, 0.4492644202709198
640, 0.45014850330352785
608, 0.4497687186002731
576, 0.45054586851596834
544, 0.4496502909660339
512, 0.4500523091554642
480, 0.4493981251716614
448, 0.45002482521533965
416, 0.4493578014373779
384, 0.4498749589920044
352, 0.45018086695671083
320, 0.4503472843170166
288, 0.4500794124603271
256, 0.45010192584991454
224, 0.44983729302883146
192, 0.4507849295139313
160, 0.45078124964237215
128, 0.4505864616632462
96, 0.4508209733963013
64, 0.45051761937141416
