987.4, 0.4495497522354126
960, 0.4500582064390182
928, 0.4501399245262146
896, 0.45073796463012694
864, 0.4493279150724411
832, 0.44956217968463896
800, 0.4499593300819397
768, 0.4493212864398956
736, 0.4498262555599213
704, 0.44971200931072236
672, 0.4496473684310913
640, 0.44953164410591123
608, 0.44975775516033173
576, 0.45037109422683713
544, 0.4497396192550659
512, 0.4497192715406418
480, 0.45012747716903684
448, 0.4500043896436691
416, 0.4496354079246521
384, 0.4504041734933853
352, 0.450049260020256
320, 0.4498909116983414
288, 0.4500236032009125
256, 0.4500706590414047
224, 0.44995469522476195
192, 0.44992207634449005
160, 0.4497244077920914
128, 0.4499433044195175
96, 0.44935100483894347
64, 0.44958417880535123
